KATEGORI	BARCODE	ARTIKEL	NAMA	SIZE		HARGA JUAL	HARGA MODAL	QTY	HARGA NET
APAREL	4054714 226207	S 20303	CLIMACHILL TEE	L	CLIMACHILL TEE;S 20303;L	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4054714 226146	S 20303	CLIMACHILL TEE	XL	CLIMACHILL TEE;S 20303;XL	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL							  -   		  -   
APAREL	4055012 898592	S 20309	CLIMACHILL SHOR	S	CLIMACHILL SHOR;S 20309;S	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL	4055012 895065	S 20309	CLIMACHILL SHOR	M	CLIMACHILL SHOR;S 20309;M	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL	4055012 895041	S 20309	CLIMACHILL SHOR	L	CLIMACHILL SHOR;S 20309;L	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL	4055012 898660	S 20309	CLIMACHILL SHOR	XL	CLIMACHILL SHOR;S 20309;XL	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL							  -   		  -   
APAREL	4054714 316540	S 21586	BASEMID TANK DD	S	BASEMID TANK DD;S 21586;S	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4054714 320608	S 21586	BASEMID TANK DD	M	BASEMID TANK DD;S 21586;M	 Rp 299,000 	  174,915.00 	4	  699,660.00 
APAREL	4054714 320622	S 21586	BASEMID TANK DD	L	BASEMID TANK DD;S 21586;L	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4054714 316519	S 21586	BASEMID TANK DD	XL	BASEMID TANK DD;S 21586;XL	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL							  -   		  -   
APAREL	4054714 355655	S 21591	BASE MID TEE DD	S	BASE MID TEE DD;S 21591;S	 Rp 329,000 	  192,465.00 	2	  384,930.00 
APAREL	4054714 355686	S 21591	BASE MID TEE DD	M	BASE MID TEE DD;S 21591;M	 Rp 329,000 	  192,465.00 	4	  769,860.00 
APAREL	4054714 359752	S 21591	BASE MID TEE DD	L	BASE MID TEE DD;S 21591;L	 Rp 329,000 	  192,465.00 	2	  384,930.00 
APAREL	4054714 359783	S 21591	BASE MID TEE DD	XL	BASE MID TEE DD;S 21591;XL	 Rp 329,000 	  192,465.00 	0	  -   
APAREL							  -   		  -   
APAREL	4055014 692549	S 21680	ESS YD POLO	S	ESS YD POLO;S 21680;S	 Rp 399,000 	  233,415.00 	0	  -   
APAREL	4055014 692594	S 21680	ESS YD POLO	M	ESS YD POLO;S 21680;M	 Rp 399,000 	  233,415.00 	0	  -   
APAREL	4055014 692525	S 21680	ESS YD POLO	L	ESS YD POLO;S 21680;L	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL							  -   		  -   
APAREL	4055014 268928	S 21681	ESS YD POLO	M	ESS YD POLO;S 21681;M	 Rp 399,000 	  233,415.00 	0	  -   
APAREL	4055014 269017	S 21681	ESS YD POLO	L	ESS YD POLO;S 21681;L	 Rp 399,000 	  233,415.00 	0	  -   
APAREL							  -   		  -   
APAREL	4054714 069026	S 21964	BASE 3 S POLO	S	BASE 3 S POLO;S 21964;S	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL							  -   		  -   
APAREL	4054714 135950	S 22307	TIRO 15 TRG JS	M	TIRO 15 TRG JS;S 22307;M	 Rp 319,000 	  186,615.00 	4	  746,460.00 
APAREL	4054714 140060	S 22307	TIRO 15 TRG JS	L	TIRO 15 TRG JS;S 22307;L	 Rp 319,000 	  186,615.00 	4	  746,460.00 
APAREL	4054714 140268	S 22307	TIRO 15 TRG JS	XL	TIRO 15 TRG JS;S 22307;XL	 Rp 319,000 	  186,615.00 	2	  373,230.00 
APAREL							  -   		  -   
APAREL	4054714 182497	S 22309	TIRO 15 TRG JS	XL	TIRO 15 TRG JS;S 22309;XL	 Rp 319,000 	  186,615.00 	0	  -   
APAREL							  -   		  -   
APAREL	4055016 812181	S 23125	ADI TREFOIL TEE	L	ADI TREFOIL TEE;S 23125;L	 Rp 309,000 	  180,765.00 	4	  723,060.00 
APAREL							  -   		  -   
APAREL	4054714 713851	S 26992	UNCH CLMCH TEE	S	UNCH CLMCH TEE;S 26992;S	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4054714 697960	S 26992	UNCH CLMCH TEE	M	UNCH CLMCH TEE;S 26992;M	 Rp 399,000 	  233,415.00 	4	  933,660.00 
APAREL	4054714 713905	S 26992	UNCH CLMCH TEE	L	UNCH CLMCH TEE;S 26992;L	 Rp 399,000 	  233,415.00 	3	  700,245.00 
APAREL							  -   		  -   
APAREL	4054714 595310	S 26994	UNCH CLMCH TEE	S	UNCH CLMCH TEE;S 26994;S	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4054714 595334	S 26994	UNCH CLMCH TEE	M	UNCH CLMCH TEE;S 26994;M	 Rp 399,000 	  233,415.00 	3	  700,245.00 
APAREL	4054714 595303	S 26994	UNCH CLMCH TEE	L	UNCH CLMCH TEE;S 26994;L	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4054714 595327	S 26994	UNCH CLMCH TEE	XL	UNCH CLMCH TEE;S 26994;XL	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL							  -   		  -   
APAREL	4054714 592807	S 27003	UNCH CLMCH SL	M	UNCH CLMCH SL;S 27003;M	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4054714 646579	S 27003	UNCH CLMCH SL	L	UNCH CLMCH SL;S 27003;L	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4054714 593784	S 27003	UNCH CLMCH SL	XL	UNCH CLMCH SL;S 27003;XL	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL							  -   		  -   
APAREL	4054714 718139	S 27004	UNCH CLIMCH SL	M	UNCH CLIMCH SL;S 27004;M	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4054714 718177	S 27004	UNCH CLIMCH SL	L	UNCH CLIMCH SL;S 27004;L	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL							  -   		  -   
APAREL	4054714 175109	S 27226	UNCH CLIMCH POLO	M	UNCH CLIMCH POLO;S 27226;M	 Rp 499,000 	  291,915.00 	2	  583,830.00 
APAREL							  -   		  -   
APAREL	4054714 518296	S 27228	UNCTL CLIMCH POLO	M	UNCTL CLIMCH POLO;S 27228;M	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL							  -   		  -   
APAREL	4055014 087079	S 88046	F 50 CLMLT TEE	S	F 50 CLMLT TEE;S 88046;S	 Rp 349,000 	  204,165.00 	2	  408,330.00 
APAREL	4055014 082982	S 88046	F 50 CLMLT TEE	M	F 50 CLMLT TEE;S 88046;M	 Rp 349,000 	  204,165.00 	4	  816,660.00 
APAREL	4055014 087109	S 88046	F 50 CLMLT TEE	L	F 50 CLMLT TEE;S 88046;L	 Rp 349,000 	  204,165.00 	4	  816,660.00 
APAREL	4055014 083002	S 88046	F 50 CLMLT TEE	XL	F 50 CLMLT TEE;S 88046;XL	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL							  -   		  -   
APAREL	4055016 983812	S 89945	SST SHOE TEE	S	SST SHOE TEE;S 89945;S	 Rp 389,000 	  227,565.00 	2	  455,130.00 
APAREL	4055016 987148	S 89945	SST SHOE TEE	M	SST SHOE TEE;S 89945;M	 Rp 389,000 	  227,565.00 	4	  910,260.00 
APAREL	4055016 983720	S 89945	SST SHOE TEE	XL	SST SHOE TEE;S 89945;XL	 Rp 389,000 	  227,565.00 	2	  455,130.00 
APAREL							  -   		  -   
APAREL	4051934 005803	W 38663	CFC 3S SCARF	OSFM	CFC 3S SCARF;W 38663;OSFM	 Rp 249,000 	  145,665.00 	3	  436,995.00 
APAREL							  -   		  -   
APAREL	4051939 8844033	W 49656	RSP DS SINGLET	M	RSP DS SINGLET;W 49656;M	 Rp 199,000 	  116,415.00 	0	  -   
APAREL							  -   		  -   
APAREL	4051941 738121	W 55573	TEAM SMU 1SH	S	TEAM SMU 1SH;W 55573;S	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL							  -   		  -   
APAREL	4051932 322780	X 21184	AES 3S HSJ SHO	XS	AES 3S HSJ SHO;X 21184;XS	 Rp 299,000 	  174,915.00 	4	  699,660.00 
APAREL	4051932 322797	X 21184	AES 3S HSJ SHO	S	AES 3S HSJ SHO;X 21184;S	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4051932 322803	X 21184	AES 3S HSJ SHO	M	AES 3S HSJ SHO;X 21184;M	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL							  -   		  -   
APAREL	4051933 537602	X25189	ESS 3S CUF PANT 	2XS	ESS 3S CUF PANT ;X25189;2XS	 Rp 429,000 	  250,965.00 	2	  501,930.00 
APAREL							  -   	`	 ` 
APAREL	4052549 104219	Z 21208	365 CORE TEE	XL	365 CORE TEE;Z 21208;XL	 Rp 299,000 	  174,915.00 	0	  -   
APAREL							  -   		  -   
APAREL	4052552 938986	Z 25549	PABO 13 SHO WB	L	PABO 13 SHO WB;Z 25549;L	 Rp 179,000 	  104,715.00 	3	  314,145.00 
APAREL	4052552 939006	Z 25549	PABO 13 SHO WB	XL	PABO 13 SHO WB;Z 25549;XL	 Rp 179,000 	  104,715.00 	2	  209,430.00 
APAREL							  -   		  -   
APAREL	4052552 939624	Z 25787	TEAM 13 SHO WB	2XL	TEAM 13 SHO WB;Z 25787;2XL	 Rp 179,000 	  104,715.00 	1	  104,715.00 
APAREL							  -   		  -   
APAREL	4052557 060231	Z 27141	ACM H/A SHORT	S	ACM H/A SHORT;Z 27141;S	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL							  -   		  -   
APAREL	4052549 233810	Z 31686	ESS 3S TIGHT	2XS	ESS 3S TIGHT;Z 31686;2XS	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4052549 233827	Z 31686	ESS 3S TIGHT	XS	ESS 3S TIGHT;Z 31686;XS	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4052549 233834	Z 31686	ESS 3S TIGHT	S	ESS 3S TIGHT;Z 31686;S	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4052549 233841	Z 31686	ESS 3S TIGHT	M	ESS 3S TIGHT;Z 31686;M	 Rp 299,000 	  174,915.00 	0	  -   
APAREL	4052549 233858	Z 31686	ESS 3S TIGHT	L	ESS 3S TIGHT;Z 31686;L	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL							  -   		  -   
APAREL	4052554 047075	Z 49403	NOA SHORTS WB	XL	NOA SHORTS WB;Z 49403;XL	 Rp 179,000 	  104,715.00 	0	  -   
APAREL							  169,583,895.00 	  1,473.00 	  321,413,625.00 
APAREL									
