KATEGORI	BARCODE	ARTIKEL	NAMA	SIZE	NAM;ART;SIZE	HARGA JUAL	HARGA MODAL	QTY	HARGA NET
FOOTWERE	4055339 230396	B 23100	RESPONSE APROACH STR	6-	RESPONSE APROACH STR;B 23100;6-	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE	4055339 230501	B 23100	RESPONSE APROACH STR	9	RESPONSE APROACH STR;B 23100;9	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055339 230426	B 23100	RESPONSE APROACH STR	9-	RESPONSE APROACH STR;B 23100;9-	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 785354	B 23231	DURAMO SLIDE	4	DURAMO SLIDE;B 23231;4	 Rp 239,000 	  139,815.00 	4	  559,260.00 
FOOTWERE	4055338 785330	B 23231	DURAMO SLIDE	5	DURAMO SLIDE;B 23231;5	 Rp 239,000 	  139,815.00 	1	  139,815.00 
FOOTWERE	4055338 785378	B 23231	DURAMO SLIDE	6	DURAMO SLIDE;B 23231;6	 Rp 239,000 	  139,815.00 	4	  559,260.00 
FOOTWERE	4055338 785323	B 23231	DURAMO SLIDE	7	DURAMO SLIDE;B 23231;7	 Rp 239,000 	  139,815.00 	2	  279,630.00 
FOOTWERE	4055338 785279	B 23231	DURAMO SLIDE	8	DURAMO SLIDE;B 23231;8	 Rp 239,000 	  139,815.00 	1	  139,815.00 
FOOTWERE	4055338 785231	B 23231	DURAMO SLIDE	9	DURAMO SLIDE;B 23231;9	 Rp 239,000 	  139,815.00 	7	  978,705.00 
FOOTWERE	4055338 785255	B 23231	DURAMO SLIDE	10	DURAMO SLIDE;B 23231;10	 Rp 239,000 	  139,815.00 	5	  699,075.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 776574	B 23250	DURAMO SLEEK MARBLED	4	DURAMO SLEEK MARBLED;B 23250;4	 Rp 239,000 	  139,815.00 	10	  1,398,150.00 
FOOTWERE	4055338 776550	B 23250	DURAMO SLEEK MARBLED	5	DURAMO SLEEK MARBLED;B 23250;5	 Rp 239,000 	  139,815.00 	8	  1,118,520.00 
FOOTWERE	4055338 776567	B 23250	DURAMO SLEEK MARBLED	6	DURAMO SLEEK MARBLED;B 23250;6	 Rp 239,000 	  139,815.00 	8	  1,118,520.00 
FOOTWERE	4055338 779032	B 23250	DURAMO SLEEK MARBLED	7	DURAMO SLEEK MARBLED;B 23250;7	 Rp 239,000 	  139,815.00 	9	  1,258,335.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055342 742923	B 23255	SLINGSHORT TR M	6	SLINGSHORT TR M;B 23255;6	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055342 725793	B 23255	SLINGSHORT TR M	8-	SLINGSHORT TR M;B 23255;8-	 Rp 849,000 	  496,665.00 	0	  -   
FOOTWERE	4055342 725205	B 23255	SLINGSHORT TR M	9	SLINGSHORT TR M;B 23255;9	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055342 725779	B 23255	SLINGSHORT TR M	9-	SLINGSHORT TR M;B 23255;9-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055011 988812	B 23310	FALCON ELITE 4 W	6	FALCON ELITE 4 W;B 23310;6	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055339 56925	B 23305	FALCON ELITE 4 M	8	FALCON ELITE 4 M;B 23305;8	 Rp 999,000 	  584,415.00 	2	  1,168,830.00 
FOOTWERE	4055339 569212	B 23305	FALCON ELITE 4 M	8-	FALCON ELITE 4 M;B 23305;8-	 Rp 999,000 	  584,415.00 	0	  -   
FOOTWERE	4055339 569120	B 23305	FALCON ELITE 4 M	9	FALCON ELITE 4 M;B 23305;9	 Rp 999,000 	  584,415.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 361527	B 23693	ARIANNA III	5-	ARIANNA III;B 23693;5-	 Rp 699,000 	  408,915.00 	2	  817,830.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 761006	B 24192	ADILETTE SUPERCOULD	6	ADILETTE SUPERCOULD;B 24192;6	 Rp 419,000 	  245,115.00 	1	  245,115.00 
FOOTWERE	4055338 760986	B 24192	ADILETTE SUPERCOULD	8	ADILETTE SUPERCOULD;B 24192;8	 Rp 419,000 	  245,115.00 	0	  -   
FOOTWERE	4055338 761013	B 24192	ADILETTE SUPERCOULD	9	ADILETTE SUPERCOULD;B 24192;9	 Rp 419,000 	  245,115.00 	2	  490,230.00 
FOOTWERE	4055338 760931	B 24192	ADILETTE SUPERCOULD	10	ADILETTE SUPERCOULD;B 24192;10	 Rp 419,000 	  245,115.00 	1	  245,115.00 
FOOTWERE	4055338 760962	B 24192	ADILETTE SUPERCOULD	11	ADILETTE SUPERCOULD;B 24192;11	 Rp 419,000 	  245,115.00 	1	  245,115.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 301561	B 25429	BARRICADE 2015	6	BARRICADE 2015;B 25429;6	 Rp 1,999,000 	  1,169,415.00 	1	  1,169,415.00 
FOOTWERE	4055338 301608	B 25429	BARRICADE 2015	7	BARRICADE 2015;B 25429;7	 Rp 1,999,000 	  1,169,415.00 	2	  2,338,830.00 
FOOTWERE	4055338 305699	B 25429	BARRICADE 2015	7-	BARRICADE 2015;B 25429;7-	 Rp 1,999,000 	  1,169,415.00 	1	  1,169,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 496599	B 26167	ZX 500 OG	6	ZX 500 OG;B 26167;6	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055013 496681	B 26167	ZX 500 OG	6-	ZX 500 OG;B 26167;6-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055013 496704	B 26167	ZX 500 OG	7	ZX 500 OG;B 26167;7	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055013 492485	B 26167	ZX 500 OG	7-	ZX 500 OG;B 26167;7-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055013 496636	B 26167	ZX 500 OG	8-	ZX 500 OG;B 26167;8-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055013 496612	B 26167	ZX 500 OG	9	ZX 500 OG;B 26167;9	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055013 496605	B 26167	ZX 500 OG	9-	ZX 500 OG;B 26167;9-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 036467	B 26320	DURAMO THONG	9	DURAMO THONG;B 26320;9	 Rp 189,000 	  110,565.00 	3	  331,695.00 
FOOTWERE	4055013 032346	B 26320	DURAMO THONG	10	DURAMO THONG;B 26320;10	 Rp 189,000 	  110,565.00 	6	  663,390.00 
FOOTWERE	4055013 032346	B 26320	DURAMO THONG	11	DURAMO THONG;B 26320;11	 Rp 189,000 	  110,565.00 	5	  552,825.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 006217	B 26321	DURAMO SLIDE	7	DURAMO SLIDE;B 26321;7	 Rp 189,000 	  110,565.00 	0	  -   
FOOTWERE	4055013 002028	B 26321	DURAMO SLIDE	8	DURAMO SLIDE;B 26321;8	 Rp 189,000 	  110,565.00 	1	  110,565.00 
FOOTWERE	4055013 002066	B 26321	DURAMO SLIDE	9	DURAMO SLIDE;B 26321;9	 Rp 189,000 	  110,565.00 	8	  884,520.00 
FOOTWERE	4055013 002073	B 26321	DURAMO SLIDE	10	DURAMO SLIDE;B 26321;10	 Rp 189,000 	  110,565.00 	9	  995,085.00 
FOOTWERE	4055013 002127	B 26321	DURAMO SLIDE	11	DURAMO SLIDE;B 26321;11	 Rp 189,000 	  110,565.00 	5	  552,825.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 574150	B 26322	ADIPURE SLIDE M	9	ADIPURE SLIDE M;B 26322;9	 Rp 429,000 	  250,965.00 	1	  250,965.00 
FOOTWERE	4055013 574143	B 26322	ADIPURE SLIDE M	10	ADIPURE SLIDE M;B 26322;10	 Rp 429,000 	  250,965.00 	2	  501,930.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 867531	B 26935	X 15.5 IN	6	X 15.5 IN;B 26935;6	 Rp 649,000 	  379,665.00 	2	  759,330.00 
FOOTWERE	4055338 867470	B 26935	X 15.5 IN	6-	X 15.5 IN;B 26935;6-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 867425	B 26935	X 15.5 IN	7	X 15.5 IN;B 26935;7	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 867456	B 26935	X 15.5 IN	7-	X 15.5 IN;B 26935;7-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 867401	B 26935	X 15.5 IN	8	X 15.5 IN;B 26935;8	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 867517	B 26935	X 15.5 IN	8-	X 15.5 IN;B 26935;8-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 867395	B 26935	X 15.5 IN	10	X 15.5 IN;B 26935;10	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 868453	B 26936	X 15.5 IN	8-	X 15.5 IN;B 26936;8-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 868408	B 26936	X 15.5 IN	9-	X 15.5 IN;B 26936;9-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 868385	B 26936	X 15.5 IN	10	X 15.5 IN;B 26936;10	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 868507	B 26950	MESSI 15.3 FG	6	MESSI 15.3 FG;B 26950;6	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055338 868620	B 26950	MESSI 15.3 FG	6-	MESSI 15.3 FG;B 26950;6-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 874645	B 27001	X 15.3 FG/AG	8-	X 15.3 FG/AG;B 27001;8-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 874836	B 27007	ACE 15.4 IN	6-	ACE 15.4 IN;B 27007;6-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 874751	B 27007	ACE 15.4 IN	7-	ACE 15.4 IN;B 27007;7-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 874782	B 27007	ACE 15.4 IN	8	ACE 15.4 IN;B 27007;8	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 874805	B 27007	ACE 15.4 IN	8	ACE 15.4 IN;B 27007;8	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 874768	B 27007	ACE 15.4 IN	10	ACE 15.4 IN;B 27007;10	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 674980	B 27008	ACE 15.4 IN	6-	ACE 15.4 IN;B 27008;6-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 874942	B 27008	ACE 15.4 IN	7	ACE 15.4 IN;B 27008;7	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 874898	B 27008	ACE 15.4 IN	8-	ACE 15.4 IN;B 27008;8-	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 301790	B 27025	ACE 15.4 IN	6	ACE 15.4 IN;B 27025;6	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055338 301868	B 27025	ACE 15.4 IN	7-	ACE 15.4 IN;B 27025;7-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055338 301820	B 27025	ACE 15.4 IN	8	ACE 15.4 IN;B 27025;8	 Rp 999,000 	  584,415.00 	0	  -   
FOOTWERE	4055338 301806	B 27025	ACE 15.4 IN	9	ACE 15.4 IN;B 27025;9	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055338 301752	B 27025	ACE 15.4 IN	9-	ACE 15.4 IN;B 27025;9-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 314776	B 27117	X 15.2 CT	6-	X 15.2 CT;B 27117;6-	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE	4055338 314738	B 27117	X 15.2 CT	7	X 15.2 CT;B 27117;7	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055338 314714	B 27117	X 15.2 CT	8	X 15.2 CT;B 27117;8	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055338 314745	B 27117	X 15.2 CT	9-	X 15.2 CT;B 27117;9-	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4054072 907039	B 27136	SUPERSTAR FOUNDATION	8-	SUPERSTAR FOUNDATION;B 27136;8-	 Rp 1,099,000 	  642,915.00 	0	  -   
FOOTWERE	4054072 902904	B 27136	SUPERSTAR FOUNDATION	9	SUPERSTAR FOUNDATION;B 27136;9	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4054072 902966	B 27136	SUPERSTAR FOUNDATION	11	SUPERSTAR FOUNDATION;B 27136;11	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4054027 911685	B 27140	SUPERSTAR FOUNDATION	7	SUPERSTAR FOUNDATION;B 27140;7	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4054027 911661	B 27140	SUPERSTAR FOUNDATION	8	SUPERSTAR FOUNDATION;B 27140;8	 Rp 1,099,000 	  642,915.00 	3	  1,928,745.00 
FOOTWERE	4054027 911753	B 27140	SUPERSTAR FOUNDATION	9	SUPERSTAR FOUNDATION;B 27140;9	 Rp 1,099,000 	  642,915.00 	2	  1,285,830.00 
FOOTWERE	4054027 911692	B 27140	SUPERSTAR FOUNDATION	9-	SUPERSTAR FOUNDATION;B 27140;9-	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4054027 911715	B 27140	SUPERSTAR FOUNDATION	10	SUPERSTAR FOUNDATION;B 27140;10	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4054027 907275	B 27140	SUPERSTAR FOUNDATION	11	SUPERSTAR FOUNDATION;B 27140;11	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055011 127433	B 27207	DURAMO SAGE	9	DURAMO SAGE;B 27207;9	 Rp 299,000 	  174,915.00 	3	  524,745.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055011 131645	B 27208	DURAMO SAGE	9	DURAMO SAGE;B 27208;9	 Rp 299,000 	  174,915.00 	4	  699,660.00 
FOOTWERE	4055011 131683	B 27208	DURAMO SAGE	10	DURAMO SAGE;B 27208;10	 Rp 299,000 	  174,915.00 	1	  174,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055339 585328	B 27275	DAROGA PLUS MID LEA	7	DAROGA PLUS MID LEA;B 27275;7	 Rp 1,499,000 	  876,915.00 	0	  -   
FOOTWERE	4055339 585366	B 27275	DAROGA PLUS MID LEA	7-	DAROGA PLUS MID LEA;B 27275;7-	 Rp 1,499,000 	  876,915.00 	0	  -   
FOOTWERE	4055339 585373	B 27275	DAROGA PLUS MID LEA	8	DAROGA PLUS MID LEA;B 27275;8	 Rp 1,499,000 	  876,915.00 	0	  -   
FOOTWERE	4055339 585267	B 27275	DAROGA PLUS MID LEA	8-	DAROGA PLUS MID LEA;B 27275;8-	 Rp 1,499,000 	  876,915.00 	0	  -   
FOOTWERE	4055339 585298	B 27275	DAROGA PLUS MID LEA	9	DAROGA PLUS MID LEA;B 27275;9	 Rp 1,499,000 	  876,915.00 	0	  -   
FOOTWERE	4055339 585335	B 27275	DAROGA PLUS MID LEA	9-	DAROGA PLUS MID LEA;B 27275;9-	 Rp 1,499,000 	  876,915.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 366423	B 32788	X 15.4 FXG J	4-	X 15.4 FXG J;B 32788;4-	 Rp 549,000 	  321,165.00 	1	  321,165.00 
FOOTWERE	4055338 362357	B 32788	X 15.4 FXG J	5	X 15.4 FXG J;B 32788;5	 Rp 549,000 	  321,165.00 	1	  321,165.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 370741	B 32792	X 15.4 FXG  	6	X 15.4 FXG  ;B 32792;6	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 370772	B 32792	X 15.4 FXG  	6-	X 15.4 FXG  ;B 32792;6-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 370765	B 32792	X 15.4 FXG  	7	X 15.4 FXG  ;B 32792;7	 Rp 649,000 	  379,665.00 	2	  759,330.00 
FOOTWERE	4055338 370826	B 32792	X 15.4 FXG  	7-	X 15.4 FXG  ;B 32792;7-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 370796	B 32792	X 15.4 FXG  	9	X 15.4 FXG  ;B 32792;9	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 370895	B 32793	X 15.4 FXG	6	X 15.4 FXG;B 32793;6	 Rp 649,000 	  379,665.00 	2	  759,330.00 
FOOTWERE	4055338 370888	B 32793	X 15.4 FXG	6-	X 15.4 FXG;B 32793;6-	 Rp 649,000 	  379,665.00 	2	  759,330.00 
FOOTWERE	4044338 371007	B 32793	X 15.4 FXG	7	X 15.4 FXG;B 32793;7	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 370970	B 32793	X 15.4 FXG	7-	X 15.4 FXG;B 32793;7-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 370932	B 32793	X 15.4 FXG	8	X 15.4 FXG;B 32793;8	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 370901	B 32793	X 15.4 FXG	8-	X 15.4 FXG;B 32793;8-	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055339 228126	B 32794	X 15.4 FXG	6	X 15.4 FXG;B 32794;6	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055339 230051	B 32794	X 15.4 FXG	6-	X 15.4 FXG;B 32794;6-	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055339 230020	B 32794	X 15.4 FXG	8-	X 15.4 FXG;B 32794;8-	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 723073	B 32868	ACE 15.4 FXG	6	ACE 15.4 FXG;B 32868;6	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055338 723035	B 32868	ACE 15.4 FXG	6-	ACE 15.4 FXG;B 32868;6-	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055338 723004	B 32868	ACE 15.4 FXG	7	ACE 15.4 FXG;B 32868;7	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 722977	B 32868	ACE 15.4 FXG	7-	ACE 15.4 FXG;B 32868;7-	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055338 722946	B 32868	ACE 15.4 FXG	8	ACE 15.4 FXG;B 32868;8	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055338 723028	B 32868	ACE 15.4 FXG	8-	ACE 15.4 FXG;B 32868;8-	 Rp 649,000 	  379,665.00 	2	  759,330.00 
FOOTWERE	4055338 723059	B 32868	ACE 15.4 FXG	9	ACE 15.4 FXG;B 32868;9	 Rp 649,000 	  379,665.00 	2	  759,330.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 723097	B 32869	ACE 15.4 FXG	6	ACE 15.4 FXG;B 32869;6	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 779247	B 33493	VOLOOMIX VARIO M	6	VOLOOMIX VARIO M;B 33493;6	 Rp 279,000 	  163,215.00 	4	  652,860.00 
FOOTWERE	4055338 779193	B 33493	VOLOOMIX VARIO M	7	VOLOOMIX VARIO M;B 33493;7	 Rp 279,000 	  163,215.00 	5	  816,075.00 
FOOTWERE	4055338 779261	B 33493	VOLOOMIX VARIO M	8	VOLOOMIX VARIO M;B 33493;8	 Rp 279,000 	  163,215.00 	4	  652,860.00 
FOOTWERE	4055338 781998	B 33493	VOLOOMIX VARIO M	9	VOLOOMIX VARIO M;B 33493;9	 Rp 279,000 	  163,215.00 	5	  816,075.00 
FOOTWERE	4055338 782001	B 33493	VOLOOMIX VARIO M	10	VOLOOMIX VARIO M;B 33493;10	 Rp 279,000 	  163,215.00 	3	  489,645.00 
FOOTWERE	4055338 782001	B 33493	VOLOOMIX VARIO M	11	VOLOOMIX VARIO M;B 33493;11	 Rp 279,000 	  163,215.00 	1	  163,215.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 776413	B 33502	DURAMO SLIDE MARBLED	4	DURAMO SLIDE MARBLED;B 33502;4	 Rp 239,000 	  139,815.00 	3	  419,445.00 
FOOTWERE	4055338 776352	B 33502	DURAMO SLIDE MARBLED	5	DURAMO SLIDE MARBLED;B 33502;5	 Rp 239,000 	  139,815.00 	3	  419,445.00 
FOOTWERE	4055338 774143	B 33502	DURAMO SLIDE MARBLED	6	DURAMO SLIDE MARBLED;B 33502;6	 Rp 239,000 	  139,815.00 	5	  699,075.00 
FOOTWERE	4055338 776406	B 33502	DURAMO SLIDE MARBLED	7	DURAMO SLIDE MARBLED;B 33502;7	 Rp 239,000 	  139,815.00 	4	  559,260.00 
FOOTWERE	4055338 77437	B 33502	DURAMO SLIDE MARBLED	8	DURAMO SLIDE MARBLED;B 33502;8	 Rp 239,000 	  139,815.00 	5	  699,075.00 
FOOTWERE	4055338 774136	B 33502	DURAMO SLIDE MARBLED	9	DURAMO SLIDE MARBLED;B 33502;9	 Rp 239,000 	  139,815.00 	6	  838,890.00 
FOOTWERE	4055338 776338	B 33502	DURAMO SLIDE MARBLED	10	DURAMO SLIDE MARBLED;B 33502;10	 Rp 239,000 	  139,815.00 	5	  699,075.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 833161	B 33504	BARRICADE 2015	7	BARRICADE 2015;B 33504;7	 Rp 1,999,000 	  1,169,415.00 	1	  1,169,415.00 
FOOTWERE	4055338 833178	B 33504	BARRICADE 2015	9-	BARRICADE 2015;B 33504;9-	 Rp 1,999,000 	  1,169,415.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055017 344209	B 33512	RESPONSE BOOST 2 TECHFIT M	6	RESPONSE BOOST 2 TECHFIT M;B 33512;6	 Rp 1,399,000 	  818,415.00 	1	  818,415.00 
FOOTWERE	4055017 835622	B 33512	RESPONSE BOOST 2 TECHFIT M	7	RESPONSE BOOST 2 TECHFIT M;B 33512;7	 Rp 1,399,000 	  818,415.00 	1	  818,415.00 
FOOTWERE	4055017 835677	B 33512	RESPONSE BOOST 2 TECHFIT M	7-	RESPONSE BOOST 2 TECHFIT M;B 33512;7-	 Rp 1,399,000 	  818,415.00 	0	  -   
FOOTWERE	4055017 835684	B 33512	RESPONSE BOOST 2 TECHFIT M	8	RESPONSE BOOST 2 TECHFIT M;B 33512;8	 Rp 1,399,000 	  818,415.00 	2	  1,636,830.00 
FOOTWERE	4055017 836544	B 33512	RESPONSE BOOST 2 TECHFIT M	8-	RESPONSE BOOST 2 TECHFIT M;B 33512;8-	 Rp 1,399,000 	  818,415.00 	1	  818,415.00 
FOOTWERE	4055017 835561	B 33512	RESPONSE BOOST 2 TECHFIT M	9	RESPONSE BOOST 2 TECHFIT M;B 33512;9	 Rp 1,399,000 	  818,415.00 	1	  818,415.00 
FOOTWERE	4055017 835578	B 33512	RESPONSE BOOST 2 TECHFIT M	10	RESPONSE BOOST 2 TECHFIT M;B 33512;10	 Rp 1,399,000 	  818,415.00 	1	  818,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055017 343820	B 33514	RESPONSE BOOST 2 TECHFIT M	6	RESPONSE BOOST 2 TECHFIT M;B 33514;6	 Rp 1,399,000 	  818,415.00 	1	  818,415.00 
FOOTWERE	4055017 836780	B 33514	RESPONSE BOOST 2 TECHFIT M	7	RESPONSE BOOST 2 TECHFIT M;B 33514;7	 Rp 1,399,000 	  818,415.00 	0	  -   
FOOTWERE	4055017 837664	B 33514	RESPONSE BOOST 2 TECHFIT M	7-	RESPONSE BOOST 2 TECHFIT M;B 33514;7-	 Rp 1,399,000 	  818,415.00 	1	  818,415.00 
FOOTWERE	4055017 837701	B 33514	RESPONSE BOOST 2 TECHFIT M	8	RESPONSE BOOST 2 TECHFIT M;B 33514;8	 Rp 1,399,000 	  818,415.00 	2	  1,636,830.00 
FOOTWERE	4055017 8376 40	B 33514	RESPONSE BOOST 2 TECHFIT M	8-	RESPONSE BOOST 2 TECHFIT M;B 33514;8-	 Rp 1,399,000 	  818,415.00 	1	  818,415.00 
FOOTWERE	4055017 836797	B 33514	RESPONSE BOOST 2 TECHFIT M	9	RESPONSE BOOST 2 TECHFIT M;B 33514;9	 Rp 1,399,000 	  818,415.00 	1	  818,415.00 
FOOTWERE	4055017 837718	B 33514	RESPONSE BOOST 2 TECHFIT M	10	RESPONSE BOOST 2 TECHFIT M;B 33514;10	 Rp 1,399,000 	  818,415.00 	1	  818,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055339 707997	B 33543	BREVARD M	6	BREVARD M;B 33543;6	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055339 705177	B 33543	BREVARD M	7	BREVARD M;B 33543;7	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055339 707942	B 33543	BREVARD M	8	BREVARD M;B 33543;8	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055339 707980	B 33543	BREVARD M	8-	BREVARD M;B 33543;8-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055339 708000	B 33543	BREVARD M	9	BREVARD M;B 33543;9	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055339 707959	B 33543	BREVARD M	9-	BREVARD M;B 33543;9-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055339 707935	B 33543	BREVARD M	10	BREVARD M;B 33543;10	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055339 704989	B 33545	BREVARD M	7	BREVARD M;B 33545;7	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055339 582068	B 33545	BREVARD M	8	BREVARD M;B 33545;8	 Rp 999,000 	  584,415.00 	2	  1,168,830.00 
FOOTWERE	4055339 585960	B 33545	BREVARD M	8-	BREVARD M;B 33545;8-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055339 585991	B 33545	BREVARD M	9	BREVARD M;B 33545;9	 Rp 999,000 	  584,415.00 	2	  1,168,830.00 
